selector,file,action,reason,original_declarations,new_declarations
.feature-card__icon,pages/home.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'display', 'justify-content', 'margin-bottom'] from lower-priority definition",color: var(--color-primary); display: flex; justify-content: center; margin-bottom: var(--spacing-6); transition: all var(--transition-normal),transition: all var(--transition-normal)
.feature-card__title,pages/home.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'font-weight', 'margin-bottom'] from lower-priority definition",color: var(--color-text-primary); font-size: var(--font-size-xl); font-weight: var(--font-weight-semibold); line-height: 1.3; margin-bottom: var(--spacing-4),line-height: 1.3
.feature-card__description,pages/home.css,dropped (covered by higher priority),.feature-card__description in pages/home.css fully subset of accumulated higher-priority declarations,color: var(--color-text-secondary); line-height: var(--line-height-relaxed); margin: 0,
.card--horizontal .card__image,components/cards/variants.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 200px; width: 100%,
.feature-card,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,background-color: var(--color-white); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-sm); overflow: hidden; padding: var(--spacing-8); position: relative; text-align: center; transition: all var(--transition-normal),background-color: var(--color-white); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-sm); overflow: hidden; position: relative; text-align: center; transition: all var(--transition-normal)
.feature-card,pages/home.css,dropped (covered by higher priority),.feature-card in pages/home.css fully subset of accumulated higher-priority declarations,padding: var(--spacing-6),
.card:hover,components/cards/base.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.card--clickable:hover,components/cards/base.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.card--loading::before,components/cards/base.css,trimmed (overlap removed),Removed overlapping properties ['animation'] from lower-priority definition,animation: none,
.modal-overlay--active .modal-content,components/modals/base.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.modal-content--fullscreen,components/modals/base.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'max-height', 'max-width', 'width'] from lower-priority definition",height: 95vh; max-height: 95vh; max-width: 95vw; width: 95vw,
.modal-header h2,components/modals/base.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-lg),
.modal-header h3,components/modals/base.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-lg),
.modal-header h3,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'font-weight', 'margin'] from lower-priority definition",color: var(--color-error); font-size: var(--font-size-xl); font-weight: var(--font-weight-semibold); margin: 0,
.modal-content,components/modals/base.css,trimmed (overlap removed),"Removed overlapping properties ['border-radius', 'max-height'] from lower-priority definition",border-radius: 0; max-height: 100vh,
.modal-content,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['border-radius', 'max-height', 'max-width'] from lower-priority definition",background-color: var(--color-white); border-radius: var(--border-radius-xl); box-shadow: var(--shadow-2xl); max-height: 90vh; max-width: 500px; overflow-y: auto; width: 100%,background-color: var(--color-white); box-shadow: var(--shadow-2xl); overflow-y: auto; width: 100%
.modal-header,components/modals/base.css,trimmed (overlap removed),Removed overlapping properties ['border-radius'] from lower-priority definition,border-radius: 0,
.modal-header,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,align-items: center; border-bottom: 1px solid var(--color-border); display: flex; gap: var(--spacing-3); padding: var(--spacing-6),align-items: center; border-bottom: 1px solid var(--color-border); display: flex; gap: var(--spacing-3)
.modal-body,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-6),
.modal-footer,components/modals/base.css,trimmed (overlap removed),Removed overlapping properties ['border-radius'] from lower-priority definition,border-radius: 0,
.grade-badge--next,pages/year_summary/student-table.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'color'] from lower-priority definition",background-color: var(--color-success-light); border: 1px solid var(--color-success-border); color: var(--color-success),border: 1px solid var(--color-success-border)
.grade-badge--retain,pages/year_summary/student-table.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'color'] from lower-priority definition",background-color: var(--color-warning-light); border: 1px solid var(--color-warning-border); color: var(--color-warning),border: 1px solid var(--color-warning-border)
.support-level--第一層,pages/meetings/meeting-cards.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'color'] from lower-priority definition",background-color: var(--color-success-light); border: 1px solid var(--color-success-border); color: var(--color-success),border: 1px solid var(--color-success-border)
.support-level--第二層,pages/meetings/meeting-cards.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'color'] from lower-priority definition",background-color: var(--color-warning-light); border: 1px solid var(--color-warning-border); color: var(--color-warning),border: 1px solid var(--color-warning-border)
.support-level--第三層,pages/meetings/meeting-cards.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'color'] from lower-priority definition",background-color: var(--color-error-light); border: 1px solid var(--color-error-border); color: var(--color-error),border: 1px solid var(--color-error-border)
.badge--md,components/badges/base.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: var(--font-size-sm); padding: var(--spacing-1-5) var(--spacing-3),
.badge--lg,components/badges/base.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: var(--font-size-base); padding: var(--spacing-2) var(--spacing-4),
.badge--interactive:hover,components/badges/base.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.hero__container,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: 0 var(--spacing-4),
.hero__title,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.hero__title,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
.hero__subtitle,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-base),
.hero__actions,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-3),flex-direction: column
.features__container,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: 0 var(--spacing-4),
.features__title,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.features__grid,pages/home.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'grid-template-columns'] from lower-priority definition",gap: var(--spacing-6); grid-template-columns: 1fr,
.integration__container,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: 0 var(--spacing-4),
.integration__title,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.integration__features,pages/home.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'grid-template-columns'] from lower-priority definition",gap: var(--spacing-4); grid-template-columns: 1fr,
.integration__feature,pages/home.css,dropped (same-priority subset),.integration__feature in pages/home.css is strict subset of same-priority pages/home.css,padding: var(--spacing-6),
.home-footer__container,pages/home.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: 0 var(--spacing-4),
.dashboard__section--activity,pages/dashboard.css,trimmed (overlap removed),"Removed overlapping properties ['max-height', 'min-height'] from lower-priority definition",max-height: 500px; min-height: 400px,
.section-header h2,pages/schools_students/schools/schools.css,dropped (covered by higher priority),.section-header h2 in pages/schools_students/schools/schools.css fully subset of accumulated higher-priority declarations,align-items: center; color: var(--color-text-primary); display: flex; font-size: var(--font-size-xl); font-weight: var(--font-weight-semibold); gap: var(--spacing-3); margin: 0,
.dashboard__main-content,pages/dashboard.css,dropped (same-priority subset),.dashboard__main-content in pages/dashboard.css is strict subset of same-priority pages/dashboard.css,gap: var(--spacing-4),
.section-header,pages/schools_students/schools/schools.css,dropped (same-priority subset),.section-header in pages/schools_students/schools/schools.css is strict subset of same-priority pages/dashboard.css,padding: var(--spacing-4),
.section-header,pages/dashboard.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'padding'] from lower-priority definition",align-items: flex-start; flex-direction: column; gap: var(--spacing-2); padding: var(--spacing-4),flex-direction: column; gap: var(--spacing-2)
.auth-page__container,pages/auth.css,trimmed (overlap removed),"Removed overlapping properties ['border-radius', 'max-width', 'padding'] from lower-priority definition",border-radius: var(--border-radius-lg); margin: 0; max-width: 100%; padding: var(--spacing-4),margin: 0
.auth-page__container,pages/auth.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-6),
.auth-page__title,pages/auth.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.auth-page__title,pages/auth.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
.auth-error-content,pages/auth.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xs),
.page-header__actions,pages/reports.css,dropped (same-priority subset),.page-header__actions in pages/reports.css is strict subset of same-priority pages/integration/page-header.css,align-items: center; display: flex; gap: var(--spacing-3),
.page-header__actions,pages/reports.css,dropped (same-priority subset),.page-header__actions in pages/reports.css is strict subset of same-priority pages/schools_students/students/student-details.css,justify-content: flex-start,
.page-header__actions,pages/integration/page-header.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'display', 'gap'] from lower-priority definition",align-items: center; display: flex; flex-shrink: 0; gap: var(--spacing-3),flex-shrink: 0
.page-header__actions,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'display', 'flex-shrink', 'gap'] from lower-priority definition",align-items: center; display: flex; flex-shrink: 0; gap: var(--spacing-3),
.page-header__actions,pages/schools_students/students/student-details.css,trimmed (overlap removed),Removed overlapping properties ['flex-wrap'] from lower-priority definition,flex-wrap: wrap; justify-content: flex-start; margin-top: var(--spacing-4),justify-content: flex-start; margin-top: var(--spacing-4)
.page-header__actions,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['align-items'] from lower-priority definition,align-items: stretch; flex-direction: column,flex-direction: column
.page-header__actions,pages/integration/page-header.css,trimmed (overlap removed),"Removed overlapping properties ['flex-direction', 'gap'] from lower-priority definition",flex-direction: column; gap: var(--spacing-2),
.page-header__actions,pages/integration/page-header.css,trimmed (overlap removed),Removed overlapping properties ['justify-content'] from lower-priority definition,justify-content: center,
.report-filters,pages/integration/filters.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.filter-select,pages/meetings/filter-steps.css,dropped (same-priority subset),.filter-select in pages/meetings/filter-steps.css is strict subset of same-priority pages/integration/filters.css,font-size: var(--font-size-sm); min-height: 44px,
.filter-select,pages/meetings/filter-steps.css,dropped (covered by higher priority),.filter-select in pages/meetings/filter-steps.css fully subset of accumulated higher-priority declarations,"appearance: none; background-color: var(--color-white); background-image: url(""data:image/svg+xml,%3csvg xmlns='http://www.w3.org/2000/svg' fill='none' viewBox='0 0 20 20'%3e%3cpath stroke='%236b7280' stroke-linecap='round' stroke-linejoin='round' stroke-width='1.5' d='M6 8l4 4 4-4'/%3e%3c/svg%3e""); background-position: right var(--spacing-3) center; background-repeat: no-repeat; background-size: 16px; border: 2px solid var(--color-border); border-radius: var(--border-radius-lg); color: var(--color-text-primary); cursor: pointer; font-family: inherit; font-size: var(--font-size-base); min-height: 48px; outline: none; padding: var(--spacing-3) var(--spacing-10) var(--spacing-3) var(--spacing-4); transition: all var(--transition-normal); width: 100%",
.filter-select,pages/integration/filters.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'min-height', 'padding'] from lower-priority definition",font-size: var(--font-size-sm); min-height: 44px; padding: var(--spacing-2) var(--spacing-8) var(--spacing-2) var(--spacing-3),
.filter-select,pages/integration/filters.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'min-height', 'padding'] from lower-priority definition",font-size: var(--font-size-sm); min-height: 40px; padding: var(--spacing-2) var(--spacing-7) var(--spacing-2) var(--spacing-3),
.filter-select,pages/meetings/filter-steps.css,trimmed (overlap removed),"Removed overlapping properties ['min-height', 'padding'] from lower-priority definition",min-height: 40px; padding: var(--spacing-2) var(--spacing-8) var(--spacing-2) var(--spacing-3),
.filter-select,pages/meetings/filter-steps.css,dropped (covered by higher priority),.filter-select in pages/meetings/filter-steps.css fully subset of accumulated higher-priority declarations,border-width: 3px,
.filter-select:hover:not(:disabled),pages/reports.css,dropped (same-priority subset),.filter-select:hover:not(:disabled) in pages/reports.css is strict subset of same-priority pages/integration/filters.css,border-color: var(--color-border-hover),
.filter-select:hover:not(:disabled),pages/meetings/filter-steps.css,dropped (same-priority subset),.filter-select:hover:not(:disabled) in pages/meetings/filter-steps.css is strict subset of same-priority pages/integration/filters.css,border-color: var(--color-border-hover),
.filter-select:focus:not(:disabled),pages/reports.css,dropped (same-priority subset),.filter-select:focus:not(:disabled) in pages/reports.css is strict subset of same-priority pages/integration/filters.css,border-color: var(--color-primary); box-shadow: 0 0 0 3px var(--color-primary-light),
.filter-select:focus:not(:disabled),pages/meetings/filter-steps.css,dropped (same-priority subset),.filter-select:focus:not(:disabled) in pages/meetings/filter-steps.css is strict subset of same-priority pages/integration/filters.css,border-color: var(--color-primary); box-shadow: 0 0 0 3px var(--color-primary-light),
.filter-select:disabled,pages/integration/filters.css,dropped (covered by higher priority),.filter-select:disabled in pages/integration/filters.css fully subset of accumulated higher-priority declarations,background-color: var(--color-background-light); color: var(--color-text-muted); cursor: not-allowed; opacity: 0.6,
.filter-select:disabled,pages/meetings/filter-steps.css,dropped (covered by higher priority),.filter-select:disabled in pages/meetings/filter-steps.css fully subset of accumulated higher-priority declarations,background-color: var(--color-background-light); color: var(--color-text-muted); cursor: not-allowed; opacity: 0.6,
.reports-grid--two,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,grid-template-columns: 1fr,
.reports-grid--three,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,grid-template-columns: 1fr,
.report-card:hover,pages/reports.css,dropped (covered by higher priority),.report-card:hover in pages/reports.css fully subset of accumulated higher-priority declarations,box-shadow: var(--shadow-md); transform: translateY(-2px),
.report-card__header,pages/reports.css,dropped (same-priority subset),.report-card__header in pages/reports.css is strict subset of same-priority pages/reports.css,padding: var(--spacing-4),
.report-card__header,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'display', 'justify-content'] from lower-priority definition",align-items: flex-start; display: flex; flex-wrap: wrap; gap: var(--spacing-4); justify-content: space-between,flex-wrap: wrap; gap: var(--spacing-4)
.report-card__header,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border-bottom', 'padding'] from lower-priority definition",background-color: var(--color-background-light); border-bottom: 1px solid var(--color-border-light); padding: var(--spacing-6),
.report-card__title,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'font-weight'] from lower-priority definition",color: var(--color-text-primary); font-size: var(--font-size-lg); font-weight: var(--font-weight-semibold); margin-bottom: var(--spacing-2),margin-bottom: var(--spacing-2)
.report-card__description,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'line-height'] from lower-priority definition",color: var(--color-text-primary); font-size: var(--font-size-sm); line-height: 1.5; margin-bottom: var(--spacing-3),margin-bottom: var(--spacing-3)
.report-card__content,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.report-card__content,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.report-card__actions,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border-top', 'display', 'gap', 'padding'] from lower-priority definition",background-color: var(--color-background-light); border-top: 1px solid var(--color-border-light); display: flex; gap: var(--spacing-2); padding: var(--spacing-4),
.report-card__actions,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['display', 'gap'] from lower-priority definition",display: flex; gap: var(--spacing-2); margin-top: auto,margin-top: auto
.report-card__actions,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,flex-direction: column; padding: var(--spacing-3) var(--spacing-4),flex-direction: column
.page-header,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['align-items'] from lower-priority definition,align-items: stretch; flex-direction: column; gap: var(--spacing-4),flex-direction: column; gap: var(--spacing-4)
.page-header,pages/schools_students/create-forms.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'flex-direction'] from lower-priority definition",align-items: stretch; flex-direction: column; padding: var(--spacing-6),padding: var(--spacing-6)
.page-header,pages/schools_students/create-forms.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.student-card,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'background-color', 'border', 'border-radius', 'box-shadow', 'display', 'gap', 'padding'] from lower-priority definition",align-items: center; background-color: var(--color-white); border: 1px solid var(--color-border); border-radius: var(--border-radius-lg); box-shadow: var(--shadow-sm); display: flex; gap: var(--spacing-4); padding: var(--spacing-5),
.student-card,pages/schools_students/students/students.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border', 'border-radius', 'box-shadow', 'padding', 'transition'] from lower-priority definition",background-color: var(--color-white); border: 1px solid var(--color-border-light); border-radius: var(--border-radius-lg); box-shadow: var(--shadow-sm); padding: var(--spacing-4); transition: all var(--transition-fast),
.student-card,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-3); text-align: center,flex-direction: column; text-align: center
.student-card__avatar,pages/integration/student-info.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 64px; margin: 0 auto; width: 64px,margin: 0 auto
.student-card__avatar,pages/integration/student-info.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 56px; width: 56px,
.student-card__info,pages/schools_students/students/students.css,dropped (covered by higher priority),.student-card__info in pages/schools_students/students/students.css fully subset of accumulated higher-priority declarations,flex: 1,
.student-card__name,pages/integration/student-info.css,dropped (same-priority subset),.student-card__name in pages/integration/student-info.css is strict subset of same-priority pages/integration/student-info.css,font-weight: var(--font-weight-bold),
.student-card__name,pages/integration/student-info.css,dropped (same-priority subset),.student-card__name in pages/integration/student-info.css is strict subset of same-priority pages/reports.css,font-size: var(--font-size-lg),
.student-card__name,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'margin'] from lower-priority definition",color: var(--color-text-primary); font-size: var(--font-size-lg); margin: 0 0 var(--spacing-2) 0,
.student-card__name,pages/integration/student-info.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl); text-align: center,text-align: center
.student-card__details,pages/reports.css,dropped (same-priority subset),.student-card__details in pages/reports.css is strict subset of same-priority pages/integration/student-info.css,justify-content: center,
.student-card__details,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['display', 'flex-wrap', 'gap'] from lower-priority definition",display: flex; flex-wrap: wrap; gap: var(--spacing-4),
.student-card__details,pages/integration/student-info.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,gap: var(--spacing-2); justify-content: center,justify-content: center
.student-card__details,pages/integration/student-info.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-2),flex-direction: column
.search-bar,pages/schools_students/students/students.css,trimmed (overlap removed),Removed overlapping properties ['min-width'] from lower-priority definition,min-width: auto,
.search-bar__input,pages/schools_students/students/students.css,dropped (same-priority subset),.search-bar__input in pages/schools_students/students/students.css is strict subset of same-priority pages/schools_students/schools/schools.css,align-items: center; display: flex; position: relative,
.reports-grid,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'grid-template-columns'] from lower-priority definition",gap: var(--spacing-4); grid-template-columns: 1fr,
.reports-grid,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'grid-template-columns'] from lower-priority definition",gap: var(--spacing-4); grid-template-columns: 1fr,
.reports-grid,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['gap', 'grid-template-columns'] from lower-priority definition",gap: var(--spacing-4); grid-template-columns: 1fr,
.report-card,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['background-color', 'border', 'border-radius'] from lower-priority definition",background-color: var(--color-white); border: 1px solid var(--color-border); border-radius: var(--border-radius-lg); box-shadow: var(--shadow-sm); overflow: hidden; transition: all var(--transition-fast),box-shadow: var(--shadow-sm); overflow: hidden; transition: all var(--transition-fast)
.report-card,pages/reports.css,trimmed (overlap removed),"Removed overlapping properties ['border', 'box-shadow'] from lower-priority definition",border: 1px solid var(--color-border); box-shadow: none; break-inside: avoid,break-inside: avoid
.status-badge,pages/year_summary/student-table.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: 10px; padding: var(--spacing-0-5) var(--spacing-1),
.status-badge,pages/year_summary/student-table.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.report-card__meta,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['display', 'gap'] from lower-priority definition",display: flex; flex-wrap: wrap; font-size: var(--font-size-xs); gap: var(--spacing-4),flex-wrap: wrap; font-size: var(--font-size-xs)
.report-card__meta,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,gap: var(--spacing-1),
.report-card__performance,pages/schools_students/students/student-details.css,trimmed (overlap removed),"Removed overlapping properties ['display', 'gap'] from lower-priority definition",align-items: center; display: inline-flex; gap: var(--spacing-1),align-items: center
.report-card__performance,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-2),flex-direction: column
.performance-item,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['flex-direction'] from lower-priority definition,flex-direction: row; justify-content: space-between,justify-content: space-between
.empty-state,pages/year_summary/year-summary.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-8),
.empty-state,pages/schools_students/schools/schools.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-8),
.empty-state svg,pages/year_summary/year-summary.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'margin-bottom'] from lower-priority definition",color: var(--color-text-muted); margin-bottom: var(--spacing-6),
.empty-state svg,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'margin-bottom'] from lower-priority definition",color: var(--color-text-muted); margin-bottom: var(--spacing-6),
.report-stats,pages/reports.css,trimmed (overlap removed),Removed overlapping properties ['grid-template-columns'] from lower-priority definition,"grid-template-columns: repeat(2, 1fr)",
.year-summary__nav-btn,pages/year_summary/year_navigation.css,trimmed (overlap removed),"Removed overlapping properties ['flex', 'justify-content', 'padding'] from lower-priority definition",flex: none; justify-content: flex-start; padding: var(--spacing-3) var(--spacing-4),
.year-summary__nav-btn,pages/year_summary/year_navigation.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: var(--font-size-sm); padding: var(--spacing-3),
.year-summary__nav-btn:hover,pages/year_summary/year_navigation.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.year-summary__nav-btn--active:hover,pages/year_summary/year_navigation.css,trimmed (overlap removed),Removed overlapping properties ['transform'] from lower-priority definition,transform: none,
.year-summary__nav-btn::before,pages/year_summary/year_navigation.css,trimmed (overlap removed),Removed overlapping properties ['transition'] from lower-priority definition,transition: none,
.year-summary__nav-count,pages/year_summary/year_navigation.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'min-width', 'padding'] from lower-priority definition",font-size: var(--font-size-xs); min-width: 24px; padding: var(--spacing-1) var(--spacing-2),
.year-summary__nav-count,pages/year_summary/year_navigation.css,trimmed (overlap removed),Removed overlapping properties ['margin-left'] from lower-priority definition,margin-left: auto; margin-right: 0,margin-right: 0
.radio-text,pages/year_summary/student-table.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xs),
.radio-label:has(input[type='radio']:checked),pages/year_summary/student-table.css,trimmed (overlap removed),Removed overlapping properties ['border-width'] from lower-priority definition,border-width: 3px,
.grade-badge,pages/year_summary/student-table.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: var(--font-size-xs); padding: var(--spacing-0-5) var(--spacing-2),
.grade-badge,pages/year_summary/student-table.css,trimmed (overlap removed),Removed overlapping properties ['font-weight'] from lower-priority definition,border-width: 2px; font-weight: var(--font-weight-bold),border-width: 2px
.year-summary__title-section,pages/year_summary/year-summary.css,trimmed (overlap removed),Removed overlapping properties ['gap'] from lower-priority definition,flex-direction: column; gap: var(--spacing-3); text-align: center,flex-direction: column; text-align: center
.year-summary__icon,pages/year_summary/year-summary.css,trimmed (overlap removed),"Removed overlapping properties ['height', 'width'] from lower-priority definition",height: 48px; width: 48px,
.year-summary__title,pages/year_summary/year-summary.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-2xl),
.year-summary__title,pages/year_summary/year-summary.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl),
.year-summary__school-section .form-group,pages/year_summary/year-summary.css,trimmed (overlap removed),Removed overlapping properties ['max-width'] from lower-priority definition,max-width: none,
"/* ========================================
   EMPTY STATE
======================================== */

.empty-state",pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'display', 'flex-direction', 'justify-content', 'padding', 'text-align'] from lower-priority definition",align-items: center; color: var(--color-text-muted); display: flex; flex-direction: column; justify-content: center; padding: var(--spacing-16); text-align: center,color: var(--color-text-muted)
.empty-state h3,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'font-size', 'margin-bottom'] from lower-priority definition",color: var(--color-text-secondary); font-size: var(--font-size-lg); margin-bottom: var(--spacing-4),
.empty-state h3,pages/schools_students/students/student-details.css,trimmed (overlap removed),Removed overlapping properties ['font-size'] from lower-priority definition,font-size: var(--font-size-xl); margin: 0,margin: 0
.empty-state p,pages/schools_students/schools/schools.css,trimmed (overlap removed),"Removed overlapping properties ['color', 'line-height'] from lower-priority definition",color: var(--color-text-muted); line-height: 1.5; margin: 0,margin: 0
.empty-state p,pages/schools_students/students/student-details.css,trimmed (overlap removed),Removed overlapping properties ['margin'] from lower-priority definition,font-size: var(--font-size-base); margin: 0,font-size: var(--font-size-base)
.year-summary__header,pages/year_summary/year-summary.css,trimmed (overlap removed),Removed overlapping properties ['padding'] from lower-priority definition,padding: var(--spacing-4),
.summary-detail,pages/year_summary/confirmation-modal.css,trimmed (overlap removed),"Removed overlapping properties ['align-items', 'gap'] from lower-priority definition",align-items: flex-start; flex-direction: column; gap: var(--spacing-2); text-align: left,flex-direction: column; text-align: left
.summary-detail,pages/year_summary/confirmation-modal.css,trimmed (overlap removed),"Removed overlapping properties ['font-size', 'padding'] from lower-priority definition",font-size: var(--font-size-xs); padding: var(--spacing-2) var(--spacing-3),
